prod_id_key,prod_id_value,next_month_prod_id,prepaid
Berry Crush - 2 Items,4366057209914,4382369808442,f
Canyon Sunset - 2 Items,2525982425146,4382369808442,f
City Limits - 2 Items,4366060453946,4382369808442,f
City Limits - 2 Items  Auto renew,4366060453946,4382369808442,f
Clean Slate - 2 Items,4373264597050,4382369808442,f
Clean Slate - 2 Items Auto renew,4373264597050,4382369808442,f
Crunch Time - 2 Items,4366079459386,4382369808442,f
Floral Bliss - 2 Items,4320724910138,4382369808442,f
Gear Up - 2 Items,4320731365434,4382369808442,f
Gear Up - 2 Items  Auto renew,4320731365434,4382369808442,f
Good Karma - 2 Items,4320736772154,4382369808442,f
Ivy League - 2 Items,4366077132858,4382369808442,f
Paradise Cove - 2 Items,4366058225722,4382369808442,f
Paradise Cove - 2 Items  Auto renew,4366058225722,4382369808442,f
Show Your Stripes - 2 Items,4320727367738,4382369808442,f
Show Your Stripes - 2 Items  Auto renew,4320727367738,4382369808442,f
Supernova - 2 Items Auto renew,4382368825402,4382369808442,f
Ultraviolet - 2 Items,2514832261178,4382369808442,f
